iter	Logloss
560	0.6779945631
561	0.6779677704
562	0.6779465009
563	0.6779256173
564	0.6779032738
565	0.6778817141
566	0.6778660681
567	0.6778439861
568	0.6778238987
569	0.6777950883
570	0.6777705526
571	0.6777435501
572	0.6777195775
573	0.6776993108
574	0.6776733474
575	0.6776493484
576	0.6776244764
577	0.6775973181
578	0.6775656133
579	0.6775450154
580	0.6775225469
581	0.6774985977
582	0.6774712896
583	0.6774574848
584	0.6774343254
585	0.6774069077
586	0.6773852337
587	0.677351473
588	0.6773306102
589	0.6773119637
590	0.6772948095
591	0.6772666308
592	0.677249035
593	0.6772183702
594	0.6771934216
595	0.6771765155
596	0.6771497538
597	0.6771224521
598	0.6771051381
599	0.6770844465
600	0.6770607447
601	0.677040855
602	0.6770150751
603	0.6769914024
604	0.6769644774
605	0.6769369036
606	0.6769222672
607	0.676901284
608	0.6768756152
609	0.6768487401
610	0.6768231502
611	0.6768001385
612	0.6767830957
613	0.6767653423
614	0.6767487362
615	0.6767200165
616	0.6766964281
617	0.6766666127
618	0.6766520751
619	0.6766317777
620	0.6766207135
621	0.6765919666
622	0.6765698095
623	0.6765390744
624	0.6765077084
625	0.6764861204
626	0.6764709763
627	0.6764522165
628	0.6764214282
629	0.6764038301
630	0.6763904233
631	0.6763728309
632	0.6763442373
633	0.6763286381
634	0.6762986339
635	0.6762724861
636	0.6762528041
637	0.6762258374
638	0.6761953874
639	0.6761803584
640	0.6761573374
641	0.6761397019
642	0.6761151201
643	0.6761007498
644	0.6760805375
645	0.6760493616
646	0.6760307922
647	0.6760040123
648	0.6759830232
649	0.6759562741
650	0.6759445453
651	0.6759210806
652	0.6758973084
653	0.6758736687
654	0.6758577301
655	0.6758403744
656	0.6758179953
657	0.675801002
658	0.6757776308
659	0.6757561073
660	0.6757294375
661	0.6757020926
662	0.6756895932
663	0.6756634015
664	0.6756457874
665	0.6756151815
666	0.6755858092
667	0.6755597674
668	0.6755438861
669	0.6755164618
670	0.675487151
671	0.6754702829
672	0.6754510102
673	0.6754283497
674	0.6754064673
675	0.6753883686
676	0.675356436
677	0.6753323672
678	0.6753125356
679	0.6752957024
680	0.6752665143
681	0.6752428713
682	0.67522928
683	0.6752024824
684	0.6751737144
685	0.6751518893
686	0.6751354087
687	0.6751212882
688	0.6751100859
689	0.6750888689
690	0.6750513813
691	0.6750238081
692	0.6749992585
693	0.6749710843
694	0.6749481825
695	0.6749257331
696	0.6749113998
697	0.6748887451
698	0.6748807874
699	0.6748550709
700	0.6748273702
701	0.6748164282
702	0.6747894329
703	0.6747603208
704	0.6747326256
705	0.6747028548
706	0.6746734005
707	0.6746460923
708	0.6746158809
709	0.6745880892
710	0.6745601242
711	0.6745296668
712	0.6745051501
713	0.6744877733
714	0.6744689052
715	0.6744550123
716	0.6744299283
717	0.6744112038
718	0.6743813285
719	0.6743614735
720	0.6743423516
721	0.6743312501
722	0.6743104934
723	0.6742742293
724	0.6742536013
725	0.6742328203
726	0.6742090758
727	0.6741819405
728	0.6741675765
729	0.674144342
730	0.67412989
731	0.6740991291
732	0.6740850374
733	0.6740588304
734	0.6740362404
735	0.6740131362
736	0.6739870761
737	0.6739607954
738	0.6739350217
739	0.6739215951
740	0.6739017265
741	0.673890476
742	0.6738613425
743	0.6738361191
744	0.6738145308
745	0.6738007485
746	0.6737839392
747	0.6737626092
748	0.6737398103
749	0.6737227381
750	0.6736946637
751	0.6736807884
752	0.6736527535
753	0.6736245626
754	0.6736070036
755	0.673590056
756	0.67356963
757	0.67354363
758	0.6735149408
759	0.6734917736
760	0.6734697849
761	0.6734551052
762	0.6734299693
763	0.6734111956
764	0.6733879667
765	0.6733648785
766	0.673350725
767	0.6733322687
768	0.6733188433
769	0.6733003791
770	0.6732781603
771	0.6732620513
772	0.6732345417
773	0.6732134543
774	0.6732036473
775	0.6731779711
776	0.6731488833
777	0.6731321389
778	0.6731123227
779	0.6730880386
780	0.6730638258
781	0.6730385372
782	0.6730199704
783	0.6729986114
784	0.6729761464
785	0.6729496357
786	0.6729329847
787	0.6729119075
788	0.6728889666
789	0.6728680508
790	0.6728567049
791	0.6728362877
792	0.6728026512
793	0.6727697479
794	0.6727507855
795	0.6727315065
796	0.672708442
797	0.6726897168
798	0.6726608829
799	0.6726321727
800	0.6726009599
801	0.6725719263
802	0.672554443
803	0.6725318206
804	0.6725169673
805	0.67248445
806	0.6724670637
807	0.6724491804
808	0.6724256508
809	0.6724040501
810	0.6723850517
811	0.6723438839
812	0.672313556
813	0.6722900974
814	0.6722615233
815	0.6722479063
816	0.6722267577
817	0.6722110129
818	0.6721937526
819	0.6721736344
820	0.6721599866
821	0.6721401103
822	0.6721227546
823	0.6721093096
824	0.6720933931
825	0.6720755454
826	0.6720514707
827	0.6720231977
828	0.6720054304
829	0.6719918741
830	0.6719728721
831	0.6719520344
832	0.6719340198
833	0.6718978168
834	0.6718747104
835	0.6718494502
836	0.6718264786
837	0.6717975621
838	0.671777695
839	0.6717639867
840	0.6717492421
841	0.6717230846
842	0.6717012848
843	0.6716909565
844	0.6716667049
845	0.6716470513
846	0.6716212289
847	0.6715975744
848	0.6715695525
849	0.6715428504
850	0.6715211043
851	0.671502605
852	0.6714809869
853	0.6714619106
854	0.6714370949
855	0.671421334
856	0.6713976557
857	0.6713722958
858	0.6713579151
859	0.6713456835
860	0.671324098
861	0.6712970791
862	0.6712808779
863	0.6712567825
864	0.6712414165
865	0.6712234561
866	0.6712095799
867	0.6711843122
868	0.671166198
869	0.6711527827
870	0.6711397634
871	0.6711176925
872	0.6710978001
873	0.6710766493
874	0.6710626155
875	0.6710457426
876	0.6710205737
877	0.6710047704
878	0.6709893415
879	0.6709750473
880	0.6709469179
881	0.6709322537
882	0.6709060736
883	0.670887229
884	0.670868941
885	0.6708470028
886	0.6708265597
887	0.6708014856
888	0.6707757099
889	0.6707532611
890	0.6707361374
891	0.6707177524
892	0.6706980167
893	0.6706792664
894	0.6706603029
895	0.6706366254
896	0.6706252694
897	0.6706012601
898	0.6705865575
899	0.6705567242
900	0.6705333416
901	0.6705176617
902	0.670496273
903	0.6704743256
904	0.6704549752
905	0.6704323566
906	0.6704148349
907	0.6703864017
908	0.6703683133
909	0.6703574362
910	0.6703345756
911	0.6703104048
912	0.6702993956
913	0.6702686277
914	0.6702476007
915	0.670241038
916	0.6702284786
917	0.6702041496
918	0.6701855719
919	0.6701535219
920	0.670134439
921	0.670107241
922	0.6700956491
923	0.6700766758
924	0.6700540206
925	0.6700225373
926	0.6700024053
927	0.6699878699
928	0.669972734
929	0.6699495752
930	0.6699290251
931	0.669908341
932	0.6698859474
933	0.6698495136
934	0.6698354877
935	0.6698136536
936	0.6697882889
937	0.6697775339
938	0.6697546779
939	0.6697335795
940	0.6697067311
941	0.6696825192
942	0.6696619851
943	0.6696453545
944	0.6696340665
945	0.6696041781
946	0.6695866382
947	0.6695611361
948	0.6695473189
949	0.6695338521
950	0.6695262033
951	0.6694962717
952	0.6694799386
953	0.6694663184
954	0.6694454077
955	0.6694267542
956	0.6694098549
957	0.669392034
958	0.6693709523
959	0.6693402111
960	0.6693212557
961	0.6693014894
962	0.6692885681
963	0.6692706524
964	0.6692381299
965	0.6692201972
966	0.6692066989
967	0.6691926801
968	0.6691630813
969	0.6691358892
970	0.6691187956
971	0.6691039548
972	0.6690719402
973	0.66905427
974	0.6690372636
975	0.6690233462
976	0.6690098635
977	0.6689905411
978	0.6689599044
979	0.668940292
980	0.6689061203
981	0.668887171
982	0.6688572733
983	0.668843559
984	0.6688217044
985	0.6688027817
986	0.6687842864
987	0.6687552294
988	0.6687376502
989	0.66872223
990	0.6687055012
991	0.6686840984
992	0.6686703025
993	0.6686492371
994	0.6686242559
995	0.668605443
996	0.6685885231
997	0.6685670488
998	0.6685415227
999	0.6685188915
